sentence;type;entities
HCM còn hàng không ad?;hoi_con_hang;LOCATION:HCM
XA1 còn màu vàng k ad;hoi_con_hang;PHONE:XA1|COLOR:vàng
Còn hàng mẫu xanh kg;hoi_con_hang;COLOR:xanh
Khi vực TP.HCM có hàng mới màu đen không vậy ạ;hoi_con_hang;LOCATION:TP.HCM|COLOR:đen
Khu vực Hà Nội có hàng chưa shop;hoi_khi_nao;LOCATION:Hà Nội
Hcm còn  Hàn  ko ạk;hoi_con_hang;LOCATION:Hcm
ở trên web ghi địa chỉ 4B cộng hòa ở TPHCM có còn hàng ko ạ ?? sao em thấy để còn hàng;hoi_con_hang;LOCATION:cộng hòa
CÒN K SHOP ƠI, CÒN THÌ Ở ĐỊA CHỈ NÀO ĐANG BÁN SHOP;hoi_dia_chi;OTHER:CÒN K SHOP
cho minh hoi da kich hoat la van moi nguyen hay ntn ạ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:da kich hoat
Còn hàng ko shop?;hoi_con_hang;OTHER:Còn hàng ko
còn máy ko ad;hoi_con_hang;OTHER:còn máy ko
Máy còn màu đen không ạ. E ở hcm;hoi_con_hang;COLOR:đen|LOCATION:hcm
Còn phiên bản màu khác không ak;hoi_con_hang;WHAT_ELSE_COLOR:màu khác
chơi đc pubg ko vậy;hoi_nhu_cau;GAME:pubg
con hang ko ad o tren;hoi_con_hang;OTHER:con hang ko
còn hàng tại tphcm k ạ;hoi_con_hang;LOCATION:tphcm
Giạ còn máy này màu đen không ạ tư vấn cho mình với. Mình ở hcm. Sdt;hoi_con_hang;COLOR:đen
sao mk thấy rẻ hơn ở thế giói di đọng và fpt shop liệu máy có phải chính hãng k ạ;hoi_nguon_hang;WHAT_FROM_TYPE:phải chính hãng
hàng còn về ko ạ ??;hoi_khi_nao;OTHER:còn về ko
Giờ sản phẩm còn về k hay chấm dứt hàng lun rồi ạ e còn biết chờ;hoi_khi_nao;OTHER:còn về k hay chấm dứt
Chừng nào sản phẩm này về lại ạ?;hoi_khi_nao;OTHER:về lại
Còn hàng k shop;hoi_con_hang;OTHER:Còn hàng k
Máy hiện dag ở cửa hàng nào vậy;hoi_dia_chi;OTHER:cửa hàng nào
ngoài màu gold còn màu khác không shop;hoi_con_hang;WHAT_ELSE_COLOR:còn màu khác
shop đây là máy mới hay là đã qua sử dụng ạ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:mới hay là
Cho mình hỏi chương trình không nhận quà mà đc giảm tiền kéo dài bao lâu vậy;hoi_khuyen_mai;WHEN_END_SALE_OFF:kéo dài bao lâu
Màu đỏ ở Bạch Mai còn hàng không ạ? Không lấy hàng khuyến mãi vs chuyển về nhà là giá bao nhiêu? Có cường lực hay ốp kèm k ạ;hoi_con_hang;LOCATION:Bạch Mai
Không lây quà thi gia may con bao nhiêu vay shop;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Không lây quà
quà không biết có km đến mùng 2/12 không nhỉ;hoi_khuyen_mai;WHEN_END_SALE_OFF:km đến
Shop cho e hỏi bộ quà tặng gồm những gì ạ?;hoi_khuyen_mai;SALE_OFF_GIFF:bộ quà tặng
Shop cho e hỏi k lấy bộ quà 2,2triệu thì giá máy giảm còn bao nhiêu vậy ạ ?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:k lấy bộ quà
Cho hỏi không lấy quà có đc trừ tiền không,mình muốn mua trả góp qua hd sài gon thì cần gì;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:không lấy quà
Mua trả góp qua thẻ thì mỗi tháng bn tiền b?;hoi_tra_gop;IS_NEEDED:Mua trả góp
Nova 3 9.490.000 tru tay nghe con bao nhieu ad;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:tru tay nghe
Nếu em ko nhận qùa có đc giảm gía ko ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:ko nhận qùa
còn hàng ở hcm ko ad;hoi_con_hang;LOCATION:hcm
nova 3 có màu xanh ko ;hoi_con_hang;PHONE:nova 3|COLOR:xanh
Hết hàng màu tím rồi phải ko ạ;hoi_con_hang;COLOR:tím
Quà 2 triệu trừ quà giá còn bao nhiêu vậy ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:trừ quà giá còn
cho t hỏi chương trình khuyến mại TAI NGHE OVER-EAR JBL T450BT kéo dài đến khi nào.Bây h còn được khuyến mại pin dự phòng k;hoi_khuyen_mai;WHEN_END_SALE_OFF:kéo dài đến khi nào
Liên hệ giá ko nhận quà nhé;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:giá ko nhận quà
Hôm trước hỏi nv bảo 8tr790 mà hôm nay lại 8tr990;hoi_gia;OTHER:hỏi nv bảo
cho mình hỏi nếu không lấy quà thì có được trừ vào sp không;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:được trừ vào sp
nova 3 còn hàng ở cửa hàng nào ạ?;hoi_dia_chi;PHONE:nova 3
Khi nào có bản màu đen hay màu vàng vậy shop;hoi_khi_nao;COLOR:đen
Ko lấy quà tặng thì giá còn bao nhiêu ạ ??;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Ko lấy quà
Quận 7 có hàng nova 3 ko ạ, ra mua trực tiềp vẩn dc kmãi bt fải ko ạ , hàng mới 100% ko ạ ??;hoi_con_hang;PHONE:nova 3|LOCATION:Quận 7
Hiện tại máy đang giảm giá phải ko ạ , có khuyến mãi gì ko , nếu ko lấy quà thì có dc trừ tiền vào giá sản phẩm ko ạ ????;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:ko lấy quà
Máy bắn pubg có mượt ko ạ;hoi_nhu_cau;GAME:pubg
QTV ơi cho mình hỏi nếu như mua tại cửa hàng thì có tặng quà và PMH ko ạ?;hoi_khuyen_mai;SALE_OFF_GIFF:có tặng quà
Hi shop! cho e hỏi mua trả góp có đc nhận thêm km 1tr và Tai phone ko?;hoi_khuyen_mai;SALE_OFF_GIFF:nhận thêm km
cho em hỏi nếu k nhận quà thì tổng tiền e phải trả là nhiêu v ạ ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:k nhận quà
Qua 3 trieu co duoc tru thang vao gia san pham khong a;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:tru thang vao gia
cho e hỏi, nếu mua trả góp sp này thì trả trước tối thiểu bao nhiêu ạ, trong 12 tháng thì mỗi tháng bao nhiêu ạ.;hoi_tra_gop;IS_NEEDED:mua trả góp
cho em hỏi chi phí trả góp hàng tháng sau khi trừ PMH với không lấy quà tặng là bao nhiêu vậy. gói trả góp 0% Homecredit;hoi_tra_gop;IS_NEEDED:phí trả góp
Tặng tai nghe với PMH 1 triệu à;hoi_khuyen_mai;SALE_OFF_GIFF:Tặng tai nghe
Shop ơi. Dc tặng PHM 1tr rồi cộng thêm tai nghe blt thì dc giảm nữa ko shop;hoi_khuyen_mai;SALE_OFF_GIFF:dc giảm nữa
Mua k lấy quà giá bao nhiêu ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:k lấy quà
dòng này có thể đặt màu vàng được ko ạ?;hoi_con_hang;COLOR:vàng
Máy này có chống nước không;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
HI shop, dòng này còn màu đỏ không ạ?;hoi_con_hang;COLOR:đỏ
Cho e hỏi nếu mua online và ko nhận quà thì dc trừ bao nhiêu tiền vào giá sản phẩm ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:ko nhận quà
hiện tại máy có mấy màu vậy ạ?;hoi_con_hang;WHAT_ELSE_COLOR:có mấy màu
Trả góp qua thẻ tín dụng thì hồ sơ cần những gì ah? Số tiền cần trả trc tối thiểu bn ạ?;hoi_tra_gop;IS_SUPPORTED_BUYING_THROUGH_CREDIT:qua thẻ tín dụng
Mình muốn mua máy trả góp qua công ty tài chính, tư vấn cho mình khoản trả trước và góp hàng tháng, mình ở hà nội;hoi_tra_gop;LOCATION:hà nội|IS_NEEDED:mua máy trả góp
giá đó đã bao gồm VAT chưa ạ?;hoi_gia;IF_INCLUDE_TAX:gồm VAT
Có trả góp 30 phần trăm ko trả góp nhiêu tháng;hoi_tra_gop;IS_NEEDED:Có trả góp
Máy này là đã qua sử dụng chưa vậy?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:đã qua sử dụng chưa
Mình muốn mua iphone X 64GB máy LL/A mới, không biết ở TP.HCM của hang nào còn vậy ad;hoi_dia_chi;PHONE:Iphone X|ROM:64|CODE:LL/A|LOCATION:TP.HCM
Đây là máy mới đầy đủ tai nghe cáp sạc k ạ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:là máy mới
Khi dang ki nhan bang tin tu cellphone thi mua dien thoai co dc giam 10% k ad?;hoi_khuyen_mai;IS_SALE_OFF:mua dien thoai co dc giam
Giá tiền này có bao gồm tai nghe không dây chưa ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:có bao gồm
Ở phan đăng lưu còn hàng không ạ;hoi_con_hang;LOCATION:phan đăng lưu
Xin thủ tục trả góp qua công ty tài chính ;hoi_tra_gop;IS_NEEDED:thủ tục trả góp
Đây là máy mới tinh à shop. ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:máy mới tinh à
Còn hàng CPO tại q9 hok shop .;hoi_con_hang;LOCATION:q9
hiện tại cellphone q9 coa màu bạc giá 22tr ko shop?;hoi_con_hang;LOCATION:q9|COLOR:bạc|MONEY:22tr
phiên bản màu bạc ở ngoài hà nội còn chỗ nào có và giá là bao nhiêu vậy shop ?;hoi_dia_chi;LOCATION:hà nội
Ở TPHCM, cửa hàng Nguyễn Thị Thập còn hàng Bản IPX 64gb màu đen LL/A không ạ? Giá cả thế nào shop?;hoi_con_hang;LOCATION:TPHCM|LOCATION:Nguyễn Thị Thập|PHONE:IPX|ROM:64|COLOR:đen|CODE:LL/A
Ở HN còn cửa hàng nào có mã LL/A k ạ;hoi_dia_chi;LOCATION:HN|CODE:LL/A
cho mình hỏi Bình Thạnh có hàng LL/A k ?;hoi_dia_chi;LOCATION:Bình Thạnh|CODE:LL/A
Cho mình hỏi ipX 64gb ở Thái Hà có hàng LL/A ko nhỉ?;hoi_con_hang;LOCATION:Thái Hà|PHONE:ipX|ROM:64|CODE:LL/A
sản phẩm này còn ở 543 Nguyễn Trãi, P. Thanh Xuân Nam, Q. Thanh Xuân k ạ;hoi_con_hang;LOCATION:Nguyễn Trãi|LOCATION:Thanh Xuân Nam|LOCATION:Thanh Xuân
cho mình hỏi trả góp iphone x 64gb thì mình thanh toán trước bao nhiêu % vậy ah;hoi_tra_gop;PHONE:iphone x|ROM:64|IS_NEEDED:hỏi trả góp
283 Hồ Tùng Mậu - Nam Từ Liêm còn hàng không ạ;hoi_con_hang;LOCATION:Hồ Tùng Mậu|LOCATION:Nam Từ Liêm
trả góp yêu cầu những gì và bn tuổi ?;hoi_tra_gop;IS_NEEDED:yêu cầu những gì
Bao h shop ở Thái Hà có hàng vậy ad ?;hoi_khi_nao;LOCATION:Thái Hà
mình có ip 7 plus 128GB, muốn đổi sang ipX 256GB thì phải bù thêm bao nhiêu nữa?;hoi_doi_cu_lay_moi;PHONE:ip 7 plus|ROM:128|PHONE:ip|ROM:256
E muốn mua ipx trả góp 0% a tư vấn vs ạ;hoi_tra_gop;PHONE:ipx|IS_NEEDED:trả góp 0%
Cho hỏi HCM còn ip X mã LL/A bản 64GB màu xám ko ạ. Hôm trước mình ghé cửa hàng ở xô quyết nghệ tĩnh có đặt rồi, k biết khi nào có vậy. Chủ nhật này có hàng k ạ. ;hoi_con_hang;PHONE:ip X|CODE:LL/A|ROM:64|COLOR:xám|LOCATION:HCM
Cho hỏi HCM còn ip X mã LL/A bản 64GB ko ạ;hoi_dia_chi;PHONE:ip X|CODE:LL/A|ROM:64|LOCATION:HCM
cho mình hỏi trả góp là phải cần những gì ạ mình đang có khoảng 10tr ạ ;hoi_tra_gop;IS_NEEDED:trả góp là phải cần
Máy này trả góp bằng thẻ visa có phải trả trước bn% ko ?;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:trả góp bằng thẻ
Máy xách tay thị trường nào ạ;hoi_nguon_hang;LOCATION:thị trường
iphone x LL/A sliver 64gb new có ko a;hoi_con_hang;PHONE:iphone x|CODE:LL/A|ROM:64
Cho em địa chỉ ở hn với ạ;hoi_dia_chi;LOCATION:hn
có máy LL/A sliver 64gb kh ạ nguyen seal;hoi_con_hang;CODE:LL/A|COLOR:sliver|ROM:64
Đây là hàng xách tay mới 100% hay hàng CPO vậy shop?;hoi_nguon_hang;WHAT_FROM_TYPE:xách tay mới 100% hay hàng CPO
giá tổng cộng bao gồm thuế ở TPHCM là bao nhiêu vậy shop?;hoi_gia;IF_INCLUDE_TAX:bao gồm thuế|LOCATION:TPHCM
giá có bao gồm thuế VAT không bạn ơi;hoi_gia;IS_INCLUDE_TAX:gồm thuế VAT không
mẫu này màu trắng mã LL/A khu vực cầu giấy hiện còn hàng k vậy?;hoi_con_hang;COLOR:trắng|CODE:LL/A|LOCATION:cầu giấy
máy bên mình nhập khẩu là có mã gì vậy a.;hoi_nguon_hang;WHAT_CODE:mã gì vậy
Mình ở long biên hà nội. Cửa hàng ở nguyễn văn cừ còn hàng ipx trắng mã LL k nhỉ;hoi_con_hang;LOCATION:long biên|LOCATION:hà nội|PHONE:ipx|COLOR:trắng
Máy mi 8 pro này có tiếng việt trong máy không ạ,hay là pải đợi 1 thời gian cửa hàng mình mới cài cho tiếng việt à;hoi_phan_mem;PHONE:mi 8 pro|IS_VIETNAMESE_INSTALLED:có tiếng việt trong máy
Pin 3000 chơi game đc bao lâu. Mọi thứ ok trừ pin ra;hoi_nhu_cau;HOW_LONG_PIN_PLAYING_GAME:chơi game đc bao lâu
Dự kiến bh có hàng vậy shop?;hoi_khi_nao;OTHER:bh có hàng
Có ở chi nhánh Âu Cơ chưa? ;hoi_dia_chi;LOCATION:Âu Cơ
Sp mi8 pro này tặng pmh 2.100k có trừ thẳng vào giá ko vậy ad.;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:trừ thẳng vào giá
trả góp 0% dc k ad và cần những gì;hoi_tra_gop;IS_NEEDED:trả góp 0%
Trừ tiền quà ra thì bao nhiêu;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Trừ tiền quà
Con này có xạc xạc nhanh và chống nước k ạ;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
Tôi đang làm việc ở hạ long quảng ninh.muốn trả góp qua thể bidv thì làm thế nào ạ;hoi_tra_gop;LOCATION:quảng ninh|IS_NEEDED:muốn trả góp
Cho mình hỏi là thẻ master card debit có trả góp dc không ạ :?;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:master card debit có trả góp
Cho Mình Hỏi  K Lấy Quà Có Trừ Tiền Trên Sản Phẩm K;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:K Lấy Quà
Giá bao nhiêu vậy ạ;hoi_gia;OTHER:bao nhiêu vậy
Có thông tin về hàng mi 8 pro chưa ạ;hoi_khi_nao;OTHER:Có thông tin
Xiaomi mi 8 pro shop có hàng chưa? Giáo bao nhiêu?;hoi_con_hang;PHONE:Xiaomi mi 8 pro
Khi nao hang ve bao minh;hoi_khi_nao;OTHER:hang ve
HCM có hàng chưa ad. Giá dự kiến bao nhiêu?;hoi_khi_nao;LOCATION:HCM
Khi nao hàng về hanoi báo mazz;hoi_khi_nao;LOCATION:hanoi
Ở HN còn hàng k v??;hoi_con_hang;LOCATION:HN
sản phẩm bên mình có hỗ trợ tiếng Việt không vậy bạn?;hoi_phan_mem;IS_VIETNAMESE_INSTALLED:hỗ trợ tiếng Việt
Ad cho em hỏi cửa hàng mình địa chỉ ở đâu trong khu vực hồ chí minh v ạ;hoi_dia_chi;LOCATION:hồ chí minh
Ở long an có hổ trợ trả gốp đc ko ad;hoi_tra_gop;LOCATION:long an|IS_NEEDED:hổ trợ trả gốp
Mình ở Thủ Đức mình muốn mua màu xanh thì cửa hàng nào còn bạn?;hoi_dia_chi;LOCATION:Thủ Đức|COLOR:xanh
có màu vàng ko anh;hoi_con_hang;COLOR:vàng
cho em hỏi cửa hàng mình còn sp này màu xanh ko ạ . em ở cầu giấy , Hà Nội;hoi_con_hang;LOCATION:Hà Nội|COLOR:xanh
Cho em hỏi con này có chống nước không ạ ?;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
cho em hỏi không có quà tặng kèm ạ ?;hoi_khuyen_mai;SALE_OFF_GIFF:quà tặng kèm
em ở Nhổn - Bắc Từ Liêm muốn mua sp xiaomi redmi note 6pro bản 64gb màu gold , cho em hỏi giá sp là bn AD tư vấn giùm;hoi_gia;PHONE:xiaomi redmi note 6pro|ROM:64|COLOR:gold|LOCATION:Bắc Từ Liêm
Cho e xin chi nhánh;hoi_dia_chi;OTHER:xin chi nhánh
Xin chi nhánh;hoi_dia_chi;OTHER:Xin chi nhánh
Dt bày tại shop trả ghóp có lãi không ad;hoi_tra_gop;IS_NEEDED:trả ghóp có lãi
Cho Mh hỏi hiện tại mua e này có được khuyến mãi gì k ạ?;hoi_khuyen_mai;SALE_OFF_GIFF:khuyến mãi gì k
Co may mau den 64GB o cong hoa k vay shop?;hoi_con_hang;COLOR:den|ROM:64|LOCATION:cong hoa
Hà Nội vẫn chưa có xanh à ad;hoi_khi_nao;COLOR:xanh|LOCATION:Hà Nội
Bên mình giảm giá đến khi nào ạ?;hoi_khuyen_mai;WHEN_END_SALE_OFF:giảm giá đến khi nào
ngoài màu đen thì bao giờ có màu khác vậy ;hoi_khi_nao;WHAT_ELSE_COLOR:có màu khác|COLOR:đen
Chi nhánh ở Phứơc Long B còn hàng k ạ, nếu còn thì khỏang 3,4 ngay nua e có thể ghé xem máy dc k ạ;hoi_con_hang;LOCATION:Phứơc Long B
Nhập khẩu chính hãng hay là hàng công ty vậy ad;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng hay là hàng công ty
trên địa bàn tỉnh long an thị trấn bến lức có cửa hàng hay chi nhánh nào của cellphones k ạ....;hoi_dia_chi;LOCATION:long an
muốn trả góp 0 % thì cần thủ tục hồ sơ như nào ạ....và nếu như thanh toán qua thẻ tín dụng thì e dùng viettinbank được k ạ...nếu như vậy 1 tháng e phải thanh toán là bao nhiêu ạ...mong được phản hồi sớm;hoi_tra_gop;IS_NEEDED:cần thủ tục
ở cellphones Quang Trung, gò vấp, TPCHM có bản 4G/64G màu xanh dương chưa ạ;hoi_con_hang;LOCATION:Quang Trung|RAM:4|ROM:64|COLOR:xanh dương
Khi nào thì bản 64GB mới có trả góp 0% HD saison vậy ạ;hoi_khi_nao;OTHER:Khi nào thì bản
Tra gop bjo trả truoc tầm 1t đc k ạ;hoi_tra_gop;IS_NEEDED:trả truoc tầm 1t
đến bao giờ giảm giá kết thúc ạ;hoi_khuyen_mai;WHEN_END_SALE_OFF:giảm giá kết thúc
giá 5tr100 áp dụng đến bao giờ vậy shop,sản phẩm có hỗ trợ sạc nhanh không ạ;hoi_khuyen_mai;WHEN_END_SALE_OFF:áp dụng đến bao giờ
Có chi nhánh ở cà mau k ạ;hoi_dia_chi;LOCATION:cà mau
chi nhanh hau giang con hang k ;hoi_con_hang;LOCATION:hau giang
chi nhánh 3/2 hiện có còn hàng k vậy ạ;hoi_con_hang;LOCATION:chi nhánh 3/2
Có trả góp k thông qu ngân hàng bản 64gb k ạ. ;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:thông qu ngân hàng|ROM:64
Ac cho e hỏi e mới mua máy đc nửa tháng. Giờ máy có hiện tượng loa ngoài đôi lúc to lúc nhỏ. K ổn định. BG xử lý ntn ạ;hoi_bao_hanh;IS_BROKEN_VOLUME:loa ngoài đôi lúc to
Hi ad, giá trên là đã bao gồm VAT chưa?;hoi_gia;IF_INCLUDE_TAX:bao gồm VAT
Cho em hỏi khi nào mới có những màu khác ;hoi_khi_nao;WHAT_ELSE_COLOR:có những màu khác
co qua tang gi kem them khong shop ;hoi_khuyen_mai;SALE_OFF_GIFF:qua tang gi
Bên mình còn màu xanh dương ko vậy shop;hoi_con_hang;COLOR:xanh dương
Cho mình hỏi Đã kích hoạt vậy máy còn mới bao nhiu %;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:Đã kích hoạt
Còn hàng không ạ?;hoi_con_hang;OTHER:Còn hàng không
Đã kích hoạt là máy cũ xài rồi phải không ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:Đã kích hoạt
Hiện còn máy không ạ;hoi_con_hang;OTHER:Hiện còn máy
CÒN TÍNH NĂNG KHÁNG NƯỚC KHÔNG AD ƠI?????????????????;hoi_phan_cung;IS_WATER_PROTECTED:KHÁNG NƯỚC
máy này là 2 sim phải không shop;hoi_phan_cung;HOW_NUMBER_SIM:2 sim phải không
E ở nam từ liêm...báo giá dùm e ạ;hoi_gia;LOCATION:nam từ liêm
Xz premium đa kích hoạt gia bao nhiêu shop;hoi_gia;PRICE_OF_OLD_PHONE:đa kích hoạt|PHONE:Xz premium
Mình trả trước 50% và góp 12 tháng thì mỗi tháng phải trả bao nhiêu ;hoi_tra_gop;IS_NEEDED:trả trước 50%
E trả trc 40% và góp trong 8 tháng thì mỗi tháng phải trả bnhiêu ạ;hoi_tra_gop;IS_NEEDED:E trả trc 40%
không trả trc có đc trả góp không ạ hay bắt buộc phải trả trc 20%;hoi_tra_gop;IS_NEEDED:trả trc 20%
Vay may nay da qua su dung chua ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:da qua su dung
Sản phẩm A8 giảm giá  đến ngày nào vậy shop;hoi_khuyen_mai;WHEN_END_SALE_OFF:giảm giá  đến ngày
a8 màu tím ở gò vấp còn ko ạ?;hoi_con_hang;PHONE:a8|COLOR:tím|LOCATION:gò vấp
cho hỏi máy màu tím vẫn đang giảm giá phải ko shop;hoi_khuyen_mai;IS_SALE_OFF:đang giảm giá|COLOR:tím
Ad cho em hỏi gói trả góp 0% ạ;hoi_tra_gop;IS_NEEDED:trả góp 0%
màu tím vẫn giá 8tr à shop, có sẵn hàng ko ạ;hoi_con_hang;COLOR:tím